目标层,目标值,对偶界,MIP_gap,状态,运行时间_s
hard_violation_count,0.0,0.0,0.0,CONSTANT,0.0
hard_tardiness_s,0.0,0.0,0.0,CONSTANT,0.0
weighted_soft_tardiness,0.0,0.0,0.0,OPTIMAL,0.04516120799235068
makespan_s,6421.0121254326505,6387.462192740604,0.005225022478802068,FEASIBLE_LIMIT,10.06117699999595
energy_kwh,71.15747207489005,69.23164575182831,0.027064288076941653,FEASIBLE_LIMIT,10.06678875000216
