反馈轮次,候选来源,架次数,是否最终采用,硬违约数,硬迟到_s,普通物资加权迟到,完工时间_s,能耗_kWh,MILP各层均最优,变量数,约束数
0,跨口径候选:q2b_time,23,否,0,0.0,0.0,6453.462192095172,71.22711231817641,否,3292,5904
0,跨口径候选:q2b_joint_hard,24,否,0,0.0,0.00010000002293963917,6421.012125432564,72.26086280786618,否,4045,7314
0,跨口径候选:q2b_joint_soft,24,是,0,0.0,0.0,6421.012125432652,71.15747207489005,否,3775,6812
1,关键服务区跨架次移动,23,否,0,0.0,5401.253336179925,8530.718913391927,70.41417658162663,否,3190,5711
1,关键服务区跨架次移动,23,否,0,0.0,1762.3216543557646,8530.718912538887,70.53241442805916,否,3190,5711
1,关键服务区跨架次移动,23,否,0,0.0,0.0,8509.390274016372,71.01502761488936,否,3190,5711
1,关键服务区跨架次移动,23,否,0,0.0,0.0,8509.381764634636,71.09573115612254,否,3190,5711
